gene_id,batch1,batch2,batch3,chem1,chem2,chem3
YIL109C|SEC24,0,0,0,0,0,0
YIL108W|YIL108W,0,0,0,0,0,0
YIL107C|PFK26,0,0,0,0,0,0
YIL106W|MOB1,0,0,0,0,0,0
YIL105C|SLM1,0,0,0,0,0,0
YIL105W-A|YIL105W-A,0,0,0,0,0,0
YIL104C|SHQ1,0,0,0,0,0,0
YIL103W|DPH1,0,0,0,0,0,0
YIL102C-A|YIL102C-A,0,0,0,0,0,0
YIL102C|YIL102C,0,0,0,0,0,0
tT(AGU)I1|tT(AGU)I1,0,0,0,0,0,0
YIL101C|XBP1,0,0,0,0,0,0
YIL100C-A|YIL100C-A,0,0,0,0,0,0
YIL100W|YIL100W,0,0,0,0,0,0
YIL099W|SGA1,0,0,0,0,0,0
YIL098C|FMC1,0,0,0,0,0,0
YIL097W|FYV10,0,0,0,0,0,0
YIL096C|YIL096C,0,0,0,0,0,0
tI(AAU)I1|tI(AAU)I1,0,0,0,0,0,0
YIL095W|PRK1,0,0,0,0,0,0
YIL094C|LYS12,0,0,0,0,0,0
YIL093C|RSM25,0,0,0,0,0,0
YIL092W|YIL092W,0,0,0,0,0,0
YIL091C|YIL091C,0,0,0,0,0,0
YIL090W|ICE2,0,0,0,0,0,0
YIL089W|YIL089W,0,0,0,0,0,0
tE(CUC)I|tE(CUC)I,0,0,0,0,0,0
YIL088C|AVT7,0,0,0,0,0,0
YIL087C|AIM19,0,0,0,0,0,0
YIL086C|YIL086C,0,0,0,0,0,0
YIL085C|KTR7,0,0,0,0,0,0
YIL084C|SDS3,0,0,0,0,0,0
YIL083C|CAB2,0,0,0,0,0,0
YIL082W|YIL082W,0,0,0,0,0,0
YIL082W-A|YIL082W-A,0,0,0,0,0,0
YIL080W|YIL080W,0,0,0,0,0,0
tI(AAU)I2|tI(AAU)I2,0,0,0,0,0,0
YIL079C|AIR1,0,0,0,0,0,0
YIL078W|THS1,0,0,0,0,0,0
YIL077C|YIL077C,0,0,0,0,0,0
YIL076W|SEC28,0,0,0,0,0,0
YIL075C|RPN2,0,0,0,0,0,0
YIL074C|SER33,0,0,0,0,0,0
YIL073C|SPO22,0,0,0,0,0,0
YIL072W|HOP1,0,0,0,0,0,0
YIL071W-A|YIL071W-A,0,0,0,0,0,0
YIL071C|PCI8,0,0,0,0,0,0
YIL070C|MAM33,0,0,0,0,0,0
YIL069C|RPS24B,0,0,0,0,0,0
YIL068W-A|YIL068W-A,0,0,0,0,0,0
YIL068C|SEC6,0,0,0,0,0,0
YIL067C|YIL067C,0,0,0,0,0,0
YIL066W-A|YIL066W-A,0,0,0,0,0,0
YIL066C|RNR3,0,0,0,0,0,0
YIL065C|FIS1,0,0,0,0,0,0
YIL064W|SEE1,0,0,0,0,0,0
YIL063C|YRB2,0,0,0,0,0,0
YIL062C|ARC15,0,0,0,0,0,0
YIL061C|SNP1,0,0,0,0,0,0
YIL060W|YIL060W,0,0,0,0,0,0
YIL059C|YIL059C,0,0,0,0,0,0
YIL058W|YIL058W,0,0,0,0,0,0
YIL057C|YIL057C,0,0,0,0,0,0
tS(UGA)I|SUP17,0,0,0,0,0,0
YIL056W|VHR1,0,0,0,0,0,0
YIL055C|YIL055C,0,0,0,0,0,0
YIL054W|YIL054W,0,0,0,0,0,0
YIL053W|RHR2,0,0,0,0,0,0
YIL052C|RPL34B,0,0,0,0,0,0
YIL051C|MMF1,0,0,0,0,0,0
YIL050W|PCL7,0,0,0,0,0,0
YIL049W|DFG10,0,0,0,0,0,0
YIL048W|NEO1,0,0,0,0,0,0
YIL047C-A|YIL047C-A,0,0,0,0,0,0
YIL047C|SYG1,0,0,0,0,0,0
YIL046W-A|YIL046W-A,0,0,0,0,0,0
YIL046W|MET30,0,0,0,0,0,0
YIL045W|PIG2,0,0,0,0,0,0
YIL044C|AGE2,0,0,0,0,0,0
YIL043C|CBR1,0,0,0,0,0,0
YIL042C|PKP1,0,0,0,0,0,0
YIL041W|GVP36,0,0,0,0,0,0
YIL040W|APQ12,0,0,0,0,0,0
YIL039W|TED1,0,0,0,0,0,0
YIL038C|NOT3,0,0,0,0,0,0
YIL037C|PRM2,0,0,0,0,0,0
YIL036W|CST6,0,0,0,0,0,0
YIL035C|CKA1,0,0,0,0,0,0
YIL034C|CAP2,0,0,0,0,0,0
YIL033C|BCY1,0,0,0,0,0,0
YIL032C|YIL032C,0,0,0,0,0,0
YIL031W|ULP2,0,0,0,0,0,0
YIL030W-A|YIL030W-A,0,0,0,0,0,0
YIL030C|SSM4,0,0,0,0,0,0
YIL029W-A|YIL029W-A,0,0,0,0,0,0
tK(CUU)I|tK(CUU)I,0,0,0,0,0,0
YIL029C|YIL029C,0,0,0,0,0,0
YIL028W|YIL028W,0,0,0,0,0,0
YIL027C|KRE27,0,0,0,0,0,0
YIL026C|IRR1,0,0,0,0,0,0
YIL025C|YIL025C,0,0,0,0,0,0
YIL024C|YIL024C,0,0,0,0,0,0
YIL023C|YKE4,0,0,0,0,0,0
YIL022W|TIM44,0,0,0,0,0,0
YIL021W|RPB3,0,0,0,0,0,0
YIL021C-A|YIL021C-A,0,0,0,0,0,0
YIL020C-A|YIL020C-A,0,0,0,0,0,0
YIL020C|HIS6,0,0,0,0,0,0
YIL019W|FAF1,0,0,0,0,0,0
YIL018W|RPL2B,0,0,0,0,0,0
YIL017C|VID28,0,0,0,0,0,0
YIL016W|SNL1,0,0,0,0,0,0
YIL015W|BAR1,0,0,0,0,0,0
tD(GUC)I1|tD(GUC)I1,0,0,0,0,0,0
YIL014C-A|YIL014C-A,0,0,0,0,0,0
tT(AGU)I2|tT(AGU)I2,0,0,0,0,0,0
YIL014W|MNT3,0,0,0,0,0,0
YIL013C|PDR11,0,0,0,0,0,0
YIL012W|YIL012W,0,0,0,0,0,0
YIL011W|TIR3,0,0,0,0,0,0
YIL010W|DOT5,0,0,0,0,0,0
YIL009C-A|EST3,0,0,0,0,0,0
tD(GUC)I2|tD(GUC)I2,0,0,0,0,0,0
YIL009W|FAA3,0,0,0,0,0,0
YIL008W|URM1,0,0,0,0,0,0
YIL007C|NAS2,0,0,0,0,0,0
YIL006W|YIA6,0,0,0,0,0,0
YIL005W|EPS1,0,0,0,0,0,0
YIL004C|BET1,0,0,0,0,0,0
YIL003W|CFD1,0,0,0,0,0,0
YIL002W-A|YIL002W-A,0,0,0,0,0,0
YIL002C|INP51,0,0,0,0,0,0
YIL001W|YIL001W,0,0,0,0,0,0
YIR001C|SGN1,0,0,0,0,0,0
YIR002C|MPH1,0,0,0,0,0,0
YIR003W|AIM21,0,0,0,0,0,0
YIR004W|DJP1,0,0,0,0,0,0
YIR005W|IST3,0,0,0,0,0,0
YIR006C|PAN1,0,0,0,0,0,0
tE(UUC)I|tE(UUC)I,0,0,0,0,0,0
YIR007W|YIR007W,0,0,0,0,0,0
YIR008C|PRI1,0,0,0,0,0,0
YIR009W|MSL1,0,0,0,0,0,0
YIR010W|DSN1,0,0,0,0,0,0
YIR011C|STS1,0,0,0,0,0,0
YIR012W|SQT1,0,0,0,0,0,0
YIR013C|GAT4,0,0,0,0,0,0
YIR014W|YIR014W,0,0,0,0,0,0
YIR015W|RPR2,0,0,0,0,0,0
YIR016W|YIR016W,0,0,0,0,0,0
YIR017C|MET28,0,0,0,0,0,0
YIR017W-A|YIR017W-A,0,0,0,0,0,0
YIR018W|YAP5,0,0,0,0,0,0
YIR018C-A|YIR018C-A,0,0,0,0,0,0
YIR019C|MUC1,0,0,0,0,0,0
ICR1|ICR1,0,0,0,0,0,0
YIR020C|YIR020C,0,0,0,0,0,0
YIR020W-A|YIR020W-A,0,0,0,0,0,0
PWR1|PWR1,0,0,0,0,0,0
YIR020C-B|YIR020C-B,0,0,0,0,0,0
YIR021W|MRS1,0,0,0,0,0,0
YIR021W-A|YIR021W-A,0,0,0,0,0,0
YIR022W|SEC11,0,0,0,0,0,0
YIR023W|DAL81,0,0,0,0,0,0
YIR023C-A|YIR023C-A,0,0,0,0,0,0
YIR024C|YIR024C,0,0,0,0,0,0
YIR025W|MND2,0,0,0,0,0,0
YIR026C|YVH1,0,0,0,0,0,0
YIR027C|DAL1,0,0,0,0,0,0
YIR028W|DAL4,0,0,0,0,0,0
YIR029W|DAL2,0,0,0,0,0,0
YIR030C|DCG1,0,0,0,0,0,0
YIR030W-A|YIR030W-A,0,0,0,0,0,0
YIR031C|DAL7,0,0,0,0,0,0
YIR032C|DAL3,0,0,0,0,0,0
YIR033W|MGA2,0,0,0,0,0,0
YIR034C|LYS1,0,0,0,0,0,0
YIR035C|YIR035C,0,0,0,0,0,0
YIR036C|IRC24,0,0,0,0,0,0
YIR036W-A|YIR036W-A,0,0,0,0,0,0
YIR037W|HYR1,0,0,0,0,0,0
YIR038C|GTT1,0,0,0,0,0,0
YIR039C|YPS6,0,0,0,0,0,0
YIR040C|YIR040C,0,0,0,0,0,0
YIR041W|PAU15,0,0,0,0,0,0
YIR042C|YIR042C,0,0,0,0,0,0
YIR043C|YIR043C,0,0,0,0,0,0
YIR044C|YIR044C,0,0,0,0,0,0
tP(UGG)Q|tP(UGG)Q,0,0,0,0,0,0
Q0010|Q0010,0,0,0,0,0,0
Q0017|Q0017,0,0,0,0,0,0
15S_rRNA|15S_RRNA,0,0,0,0,0,0
tW(UCA)Q|tW(UCA)Q,0,0,0,0,0,0
Q0032|Q0032,0,0,0,0,0,0
Q0050|AI1,0,0,0,0,0,0
Q0055|AI2,0,0,0,0,0,0
Q0060|AI3,0,0,0,0,0,0
Q0065|AI4,0,0,0,0,0,0
Q0070|AI5_ALPHA,0,0,0,0,0,0
Q0045|COX1,0,0,0,0,0,0
Q0075|AI5_BETA,0,0,0,0,0,0
Q0080|ATP8,0,0,0,0,0,0
Q0085|ATP6,0,0,0,0,0,0
Q0092|Q0092,0,0,0,0,0,0
tE(UUC)Q|tE(UUC)Q,0,0,0,0,0,0
Q0110|BI2,0,0,0,0,0,0
Q0115|BI3,0,0,0,0,0,0
Q0120|BI4,0,0,0,0,0,0
Q0105|COB,0,0,0,0,0,0
Q0130|OLI1,0,0,0,0,0,0
tS(UGA)Q2|tS(UGA)Q2,0,0,0,0,0,0
Q0140|VAR1,0,0,0,0,0,0
Q0142|Q0142,0,0,0,0,0,0
Q0143|Q0143,0,0,0,0,0,0
Q0144|Q0144,0,0,0,0,0,0
21S_rRNA|21S_RRNA,0,0,0,0,0,0
Q0160|SCEI,0,0,0,0,0,0
tT(UGU)Q1|tT(UGU)Q1,0,0,0,0,0,0
tC(GCA)Q|tC(GCA)Q,0,0,0,0,0,0
tH(GUG)Q|tH(GUG)Q,0,0,0,0,0,0
Q0182|Q0182,0,0,0,0,0,0
tL(UAA)Q|tL(UAA)Q,0,0,0,0,0,0
tQ(UUG)Q|tQ(UUG)Q,0,0,0,0,0,0
tK(UUU)Q|tK(UUU)Q,0,0,0,0,0,0
tR(UCU)Q1|tR(UCU)Q1,0,0,0,0,0,0
tG(UCC)Q|tG(UCC)Q,0,0,0,0,0,0
tD(GUC)Q|tD(GUC)Q,0,0,0,0,0,0
tS(GCU)Q1|tS(GCU)Q1,0,0,0,0,0,0
tR(ACG)Q2|tR(ACG)Q2,0,0,0,0,0,0
tA(UGC)Q|tA(UGC)Q,0,0,0,0,0,0
tI(GAU)Q|tI(GAU)Q,0,0,0,0,0,0
tY(GUA)Q|tY(GUA)Q,0,0,0,0,0,0
tN(GUU)Q|tN(GUU)Q,0,0,0,0,0,0
tM(CAU)Q1|tM(CAU)Q1,0,0,0,0,0,0
Q0250|COX2,0,0,0,0,0,0
Q0255|Q0255,0,0,0,0,0,0
tF(GAA)Q|tF(GAA)Q,0,0,0,0,0,0
tT(XXX)Q2|tT(XXX)Q2,0,0,0,0,0,0
tV(UAC)Q|tV(UAC)Q,0,0,0,0,0,0
Q0275|COX3,0,0,0,0,0,0
tM(CAU)Q2|tM(CAU)Q2,0,0,0,0,0,0
RPM1|RPM1,0,0,0,0,0,0
Q0297|Q0297,0,0,0,0,0,0
YEL077C|YEL077C,0,0,0,0,0,0
YEL077W-A|YEL077W-A,0,0,0,0,0,0
YEL076C-A|YEL076C-A,0,0,0,0,0,0
YEL076C|YEL076C,0,0,0,0,0,0
YEL075W-A|YEL075W-A,0,0,0,0,0,0
YEL075C|YEL075C,0,0,0,0,0,0
YEL074W|YEL074W,0,0,0,0,0,0
YEL073C|YEL073C,0,0,0,0,0,0
YEL072W|RMD6,0,0,0,0,0,0
YEL071W|DLD3,0,0,0,0,0,0
YEL070W|DSF1,0,0,0,0,0,0
YEL069C|HXT13,0,0,0,0,0,0
YEL068C|YEL068C,0,0,0,0,0,0
YEL067C|YEL067C,0,0,0,0,0,0
YEL066W|HPA3,0,0,0,0,0,0
YEL065W|SIT1,0,0,0,0,0,0
YEL064C|AVT2,0,0,0,0,0,0
YEL063C|CAN1,0,0,0,0,0,0
YEL062W|NPR2,0,0,0,0,0,0
YEL061C|CIN8,0,0,0,0,0,0
YEL060C|PRB1,0,0,0,0,0,0
YEL059C-A|SOM1,0,0,0,0,0,0
YEL059W|HHY1,0,0,0,0,0,0
YEL058W|PCM1,0,0,0,0,0,0
YEL057C|YEL057C,0,0,0,0,0,0
YEL056W|HAT2,0,0,0,0,0,0
YEL055C|POL5,0,0,0,0,0,0
snR80|SNR80,0,0,0,0,0,0
YEL054C|RPL12A,0,0,0,0,0,0
YEL053W-A|YEL053W-A,0,0,0,0,0,0
YEL053C|MAK10,0,0,0,0,0,0
YEL052W|AFG1,0,0,0,0,0,0
YEL051W|VMA8,0,0,0,0,0,0
YEL050W-A|YEL050W-A,0,0,0,0,0,0
YEL050C|RML2,0,0,0,0,0,0
snR67|SNR67,0,0,0,0,0,0
snR53|SNR53,0,0,0,0,0,0
tG(GCC)E|tG(GCC)E,0,0,0,0,0,0
YEL049W|PAU2,0,0,0,0,0,0
YEL048C|TCA17,0,0,0,0,0,0
YEL047C|YEL047C,0,0,0,0,0,0
YEL046C|GLY1,0,0,0,0,0,0
YEL045C|YEL045C,0,0,0,0,0,0
YEL044W|IES6,0,0,0,0,0,0
YEL043W|YEL043W,0,0,0,0,0,0
YEL042W|GDA1,0,0,0,0,0,0
YEL041W|YEF1,0,0,0,0,0,0
YEL040W|UTR2,0,0,0,0,0,0
YEL039C|CYC7,0,0,0,0,0,0
YEL038W|UTR4,0,0,0,0,0,0
YEL037C|RAD23,0,0,0,0,0,0
YEL036C|ANP1,0,0,0,0,0,0
YEL035C|UTR5,0,0,0,0,0,0
YEL034C-A|YEL034C-A,0,0,0,0,0,0
YEL034W|HYP2,0,0,0,0,0,0
YEL033W|MTC7,0,0,0,0,0,0
tS(AGA)E|tS(AGA)E,0,0,0,0,0,0
YEL032W|MCM3,0,0,0,0,0,0
YEL032C-A|YEL032C-A,0,0,0,0,0,0
YEL031W|SPF1,0,0,0,0,0,0
YEL030C-A|YEL030C-A,0,0,0,0,0,0
YEL030W|ECM10,0,0,0,0,0,0
YEL029C|BUD16,0,0,0,0,0,0
YEL028W|YEL028W,0,0,0,0,0,0
tM(CAU)E|IMT4,0,0,0,0,0,0
YEL027W|CUP5,0,0,0,0,0,0
YEL026W|SNU13,0,0,0,0,0,0
YEL025C|YEL025C,0,0,0,0,0,0
YEL024W|RIP1,0,0,0,0,0,0
YEL023C|YEL023C,0,0,0,0,0,0
YEL022W|GEA2,0,0,0,0,0,0
YEL021W|URA3,0,0,0,0,0,0
YEL020C-B|YEL020C-B,0,0,0,0,0,0
YEL020W-A|TIM9,0,0,0,0,0,0
RPR1|RPR1,0,0,0,0,0,0
YEL020C|YEL020C,0,0,0,0,0,0
YEL019C|MMS21,0,0,0,0,0,0
YEL018C-A|YEL018C-A,0,0,0,0,0,0
YEL018W|EAF5,0,0,0,0,0,0
YEL017C-A|PMP2,0,0,0,0,0,0
YEL017W|GTT3,0,0,0,0,0,0
YEL016C|NPP2,0,0,0,0,0,0
YEL015W|EDC3,0,0,0,0,0,0
YEL014C|YEL014C,0,0,0,0,0,0
YEL013W|VAC8,0,0,0,0,0,0
tQ(UUG)E2|tQ(UUG)E2,0,0,0,0,0,0
YEL012W|UBC8,0,0,0,0,0,0
YEL011W|GLC3,0,0,0,0,0,0
tK(CUU)E1|tK(CUU)E1,0,0,0,0,0,0
YEL010W|YEL010W,0,0,0,0,0,0
YEL009C-A|YEL009C-A,0,0,0,0,0,0
tR(UCU)E|tR(UCU)E,0,0,0,0,0,0
YEL009C|GCN4,0,0,0,0,0,0
YEL008W|YEL008W,0,0,0,0,0,0
YEL008C-A|YEL008C-A,0,0,0,0,0,0
YEL007W|YEL007W,0,0,0,0,0,0
YEL006W|YEA6,0,0,0,0,0,0
YEL005C|VAB2,0,0,0,0,0,0
YEL004W|YEA4,0,0,0,0,0,0
YEL003W|GIM4,0,0,0,0,0,0
YEL002C|WBP1,0,0,0,0,0,0
YEL001C|IRC22,0,0,0,0,0,0
YER001W|MNN1,0,0,0,0,0,0
YER002W|NOP16,0,0,0,0,0,0
YER003C|PMI40,0,0,0,0,0,0
YER004W|FMP52,0,0,0,0,0,0
YER005W|YND1,0,0,0,0,0,0
YER006W|NUG1,0,0,0,0,0,0
YER006C-A|YER006C-A,0,0,0,0,0,0
YER007W|PAC2,0,0,0,0,0,0
YER007C-A|TMA20,0,0,0,0,0,0
snR14|SNR14,0,0,0,0,0,0
YER008C|SEC3,0,0,0,0,0,0
YER009W|NTF2,0,0,0,0,0,0
YER010C|YER010C,0,0,0,0,0,0
YER011W|TIR1,0,0,0,0,0,0
tE(UUC)E1|tE(UUC)E1,0,0,0,0,0,0
YER012W|PRE1,0,0,0,0,0,0
YER013W|PRP22,0,0,0,0,0,0
YER014W|HEM14,0,0,0,0,0,0
YER014C-A|BUD25,0,0,0,0,0,0
YER015W|FAA2,0,0,0,0,0,0
YER016W|BIM1,0,0,0,0,0,0
YER017C|AFG3,0,0,0,0,0,0
YER018C|SPC25,0,0,0,0,0,0
YER019W|ISC1,0,0,0,0,0,0
YER019C-A|SBH2,0,0,0,0,0,0
YER020W|GPA2,0,0,0,0,0,0
YER021W|RPN3,0,0,0,0,0,0
YER022W|SRB4,0,0,0,0,0,0
YER023W|PRO3,0,0,0,0,0,0
YER023C-A|YER023C-A,0,0,0,0,0,0
YER024W|YAT2,0,0,0,0,0,0
YER025W|GCD11,0,0,0,0,0,0
tH(GUG)E1|tH(GUG)E1,0,0,0,0,0,0
YER026C|CHO1,0,0,0,0,0,0
YER027C|GAL83,0,0,0,0,0,0
YER028C|MIG3,0,0,0,0,0,0
YER029C|SMB1,0,0,0,0,0,0
YER030W|CHZ1,0,0,0,0,0,0
YER031C|YPT31,0,0,0,0,0,0
YER032W|FIR1,0,0,0,0,0,0
YER033C|ZRG8,0,0,0,0,0,0
YER034W|YER034W,0,0,0,0,0,0
YER035W|EDC2,0,0,0,0,0,0
YER036C|ARB1,0,0,0,0,0,0
YER037W|PHM8,0,0,0,0,0,0
YER038C|KRE29,0,0,0,0,0,0
YER038W-A|YER038W-A,0,0,0,0,0,0
YER039C|HVG1,0,0,0,0,0,0
YER039C-A|YER039C-A,0,0,0,0,0,0
YER040W|GLN3,0,0,0,0,0,0
YER041W|YEN1,0,0,0,0,0,0
YER042W|MXR1,0,0,0,0,0,0
YER043C|SAH1,0,0,0,0,0,0
YER044C|ERG28,0,0,0,0,0,0
YER044C-A|MEI4,0,0,0,0,0,0
YER045C|ACA1,0,0,0,0,0,0
YER046W|SPO73,0,0,0,0,0,0
YER046W-A|YER046W-A,0,0,0,0,0,0
YER047C|SAP1,0,0,0,0,0,0
YER048C|CAJ1,0,0,0,0,0,0
tQ(UUG)E1|tQ(UUG)E1,0,0,0,0,0,0
YER048W-A|ISD11,0,0,0,0,0,0
YER049W|TPA1,0,0,0,0,0,0
YER050C|RSM18,0,0,0,0,0,0
YER051W|JHD1,0,0,0,0,0,0
YER052C|HOM3,0,0,0,0,0,0
YER053C|PIC2,0,0,0,0,0,0
YER053C-A|YER053C-A,0,0,0,0,0,0
YER054C|GIP2,0,0,0,0,0,0
YER055C|HIS1,0,0,0,0,0,0
YER056C|FCY2,0,0,0,0,0,0
YER056C-A|RPL34A,0,0,0,0,0,0
YER057C|HMF1,0,0,0,0,0,0
YER058W|PET117,0,0,0,0,0,0
YER059W|PCL6,0,0,0,0,0,0
YER060W|FCY21,0,0,0,0,0,0
YER060W-A|FCY22,0,0,0,0,0,0
YER061C|CEM1,0,0,0,0,0,0
YER062C|HOR2,0,0,0,0,0,0
YER063W|THO1,0,0,0,0,0,0
YER064C|YER064C,0,0,0,0,0,0
YER065C|ICL1,0,0,0,0,0,0
tS(UGA)E|SUP19,0,0,0,0,0,0
YER066W|RRT13,0,0,0,0,0,0
YER066C-A|YER066C-A,0,0,0,0,0,0
YER067W|YER067W,0,0,0,0,0,0
YER067C-A|YER067C-A,0,0,0,0,0,0
YER068W|MOT2,0,0,0,0,0,0
YER068C-A|YER068C-A,0,0,0,0,0,0
"YER069W|ARG5,6",0,0,0,0,0,0
YER070W|RNR1,0,0,0,0,0,0
YER071C|YER071C,0,0,0,0,0,0
YER072W|VTC1,0,0,0,0,0,0
YER073W|ALD5,0,0,0,0,0,0
YER074W|RPS24A,0,0,0,0,0,0
YER074W-A|YOS1,0,0,0,0,0,0
YER075C|PTP3,0,0,0,0,0,0
tA(UGC)E|tA(UGC)E,0,0,0,0,0,0
YER076C|YER076C,0,0,0,0,0,0
YER076W-A|YER076W-A,0,0,0,0,0,0
YER077C|YER077C,0,0,0,0,0,0
YER078C|ICP55,0,0,0,0,0,0
YER078W-A|YER078W-A,0,0,0,0,0,0
YER079W|YER079W,0,0,0,0,0,0
YER079C-A|YER079C-A,0,0,0,0,0,0
YER080W|AIM9,0,0,0,0,0,0
SRG1|SRG1,0,0,0,0,0,0
YER081W|SER3,0,0,0,0,0,0
YER082C|UTP7,0,0,0,0,0,0
YER083C|GET2,0,0,0,0,0,0
YER084W|YER084W,0,0,0,0,0,0
YER084W-A|YER084W-A,0,0,0,0,0,0
YER085C|YER085C,0,0,0,0,0,0
YER086W|ILV1,0,0,0,0,0,0
YER087W|AIM10,0,0,0,0,0,0
YER087C-A|YER087C-A,0,0,0,0,0,0
YER087C-B|SBH1,0,0,0,0,0,0
YER088C|DOT6,0,0,0,0,0,0
YER088C-A|YER088C-A,0,0,0,0,0,0
YER088W-B|YER088W-B,0,0,0,0,0,0
YER089C|PTC2,0,0,0,0,0,0
YER090W|TRP2,0,0,0,0,0,0
YER090C-A|YER090C-A,0,0,0,0,0,0
YER091C|MET6,0,0,0,0,0,0
YER091C-A|YER091C-A,0,0,0,0,0,0
YER092W|IES5,0,0,0,0,0,0
YER093C|TSC11,0,0,0,0,0,0
YER093C-A|AIM11,0,0,0,0,0,0
YER094C|PUP3,0,0,0,0,0,0
YER095W|RAD51,0,0,0,0,0,0
YER096W|SHC1,0,0,0,0,0,0
tE(UUC)E2|tE(UUC)E2,0,0,0,0,0,0
YER097W|YER097W,0,0,0,0,0,0
YER098W|UBP9,0,0,0,0,0,0
YER099C|PRS2,0,0,0,0,0,0
YER100W|UBC6,0,0,0,0,0,0
YER101C|AST2,0,0,0,0,0,0
YER102W|RPS8B,0,0,0,0,0,0
YER103W|SSA4,0,0,0,0,0,0
YER104W|RTT105,0,0,0,0,0,0
YER105C|NUP157,0,0,0,0,0,0
YER106W|MAM1,0,0,0,0,0,0
YER107C|GLE2,0,0,0,0,0,0
YER107W-A|YER107W-A,0,0,0,0,0,0
YER109C|FLO8,0,0,0,0,0,0
YER110C|KAP123,0,0,0,0,0,0
YER111C|SWI4,0,0,0,0,0,0
YER112W|LSM4,0,0,0,0,0,0
YER113C|TMN3,0,0,0,0,0,0
YER114C|BOI2,0,0,0,0,0,0
YER115C|SPR6,0,0,0,0,0,0
YER116C|SLX8,0,0,0,0,0,0
YER117W|RPL23B,0,0,0,0,0,0
YER118C|SHO1,0,0,0,0,0,0
YER119C|AVT6,0,0,0,0,0,0
YER119C-A|YER119C-A,0,0,0,0,0,0
YER120W|SCS2,0,0,0,0,0,0
YER121W|YER121W,0,0,0,0,0,0
YER122C|GLO3,0,0,0,0,0,0
YER123W|YCK3,0,0,0,0,0,0
YER124C|DSE1,0,0,0,0,0,0
YER125W|RSP5,0,0,0,0,0,0
YER126C|NSA2,0,0,0,0,0,0
YER127W|LCP5,0,0,0,0,0,0
YER128W|YER128W,0,0,0,0,0,0
YER129W|SAK1,0,0,0,0,0,0
YER130C|YER130C,0,0,0,0,0,0
YER131W|RPS26B,0,0,0,0,0,0
snR4|SNR4,0,0,0,0,0,0
YER132C|PMD1,0,0,0,0,0,0
snR52|SNR52,0,0,0,0,0,0
YER133W|GLC7,0,0,0,0,0,0
tH(GUG)E2|tH(GUG)E2,0,0,0,0,0,0
tK(CUU)E2|tK(CUU)E2,0,0,0,0,0,0
YER133W-A|YER133W-A,0,0,0,0,0,0
YER134C|YER134C,0,0,0,0,0,0
YER135C|YER135C,0,0,0,0,0,0
tV(AAC)E1|tV(AAC)E1,0,0,0,0,0,0
YER136W|GDI1,0,0,0,0,0,0
YER137C|YER137C,0,0,0,0,0,0
YER137W-A|YER137W-A,0,0,0,0,0,0
SCR1|SCR1,0,0,0,0,0,0
tI(AAU)E1|tI(AAU)E1,0,0,0,0,0,0
YER138C|YER138C,0,0,0,0,0,0
YER137C-A|YER137C-A,0,0,0,0,0,0
YER138W-A|YER138W-A,0,0,0,0,0,0
YER139C|RTR1,0,0,0,0,0,0
YER140W|YER140W,0,0,0,0,0,0
YER141W|COX15,0,0,0,0,0,0
YER142C|MAG1,0,0,0,0,0,0
YER143W|DDI1,0,0,0,0,0,0
YER144C|UBP5,0,0,0,0,0,0
YER145C|FTR1,0,0,0,0,0,0
YER145C-A|YER145C-A,0,0,0,0,0,0
YER146W|LSM5,0,0,0,0,0,0
YER147C|SCC4,0,0,0,0,0,0
YER147C-A|YER147C-A,0,0,0,0,0,0
YER148W|SPT15,0,0,0,0,0,0
YER148W-A|YER148W-A,0,0,0,0,0,0
YER149C|PEA2,0,0,0,0,0,0
YER150W|SPI1,0,0,0,0,0,0
tV(AAC)E2|tV(AAC)E2,0,0,0,0,0,0
YER151C|UBP3,0,0,0,0,0,0
YER152C|YER152C,0,0,0,0,0,0
YER152W-A|YER152W-A,0,0,0,0,0,0
YER153C|PET122,0,0,0,0,0,0
YER154W|OXA1,0,0,0,0,0,0
YER155C|BEM2,0,0,0,0,0,0
YER156C|YER156C,0,0,0,0,0,0
YER157W|COG3,0,0,0,0,0,0
tE(UUC)E3|tE(UUC)E3,0,0,0,0,0,0
YER158C|YER158C,0,0,0,0,0,0
YER158W-A|YER158W-A,0,0,0,0,0,0
YER159C|BUR6,0,0,0,0,0,0
tR(ACG)E|tR(ACG)E,0,0,0,0,0,0
YER160C|YER160C,0,0,0,0,0,0
YER159C-A|YER159C-A,0,0,0,0,0,0
YER161C|SPT2,0,0,0,0,0,0
YER162C|RAD4,0,0,0,0,0,0
YER163C|YER163C,0,0,0,0,0,0
YER164W|CHD1,0,0,0,0,0,0
YER165W|PAB1,0,0,0,0,0,0
YER165C-A|YER165C-A,0,0,0,0,0,0
YER166W|DNF1,0,0,0,0,0,0
YER167W|BCK2,0,0,0,0,0,0
YER168C|CCA1,0,0,0,0,0,0
YER169W|RPH1,0,0,0,0,0,0
YER170W|ADK2,0,0,0,0,0,0
YER171W|RAD3,0,0,0,0,0,0
YER172C|BRR2,0,0,0,0,0,0
YER172C-A|YER172C-A,0,0,0,0,0,0
YER173W|RAD24,0,0,0,0,0,0
YER174C|GRX4,0,0,0,0,0,0
YER175C|TMT1,0,0,0,0,0,0
YER175W-A|YER175W-A,0,0,0,0,0,0
YER176W|ECM32,0,0,0,0,0,0
YER177W|BMH1,0,0,0,0,0,0
